EmployeeID,BenefitID,UsageFrequency,LastUsedDate
2970,10,0,2023-08-17
1134,22,1,2024-04-11
3250,26,0,2024-04-20
3165,1,4,2023-09-19
3248,10,8,2024-03-27
1123,29,4,2023-11-21
405,17,3,2024-03-07
2760,1,6,2024-07-02
567,11,3,2023-12-23
1463,16,9,2024-07-21
26,25,6,2023-10-20
2028,29,4,2024-02-14
1395,5,4,2024-07-31
1446,28,6,2024-02-24
2693,1,1,2023-10-09
4170,13,1,2024-07-31
1562,3,0,2024-06-19
2590,18,0,2023-08-20
2176,5,10,2024-03-27
4684,9,0,2024-07-12
2233,10,0,2024-01-28
3534,23,5,2024-05-29
363,9,7,2024-03-20
1535,10,1,2024-06-13
4093,21,8,2024-01-14
3837,6,2,2024-03-05
716,26,0,2023-08-12
1332,27,5,2024-04-17
882,21,3,2024-03-08
4178,28,6,2023-08-17
1309,22,4,2023-09-28
4446,2,2,2023-10-26
1757,17,9,2023-12-27
3756,27,0,2024-03-19
370,8,9,2024-04-04
689,22,2,2024-01-03
1003,27,1,2024-06-19
3000,14,4,2023-12-03
3731,8,5,2024-06-17
3596,13,0,2024-02-16
3724,5,6,2024-06-15
3833,22,5,2024-05-02
3971,24,2,2023-10-28
2702,21,5,2024-02-16
4005,8,0,2024-07-03
3438,1,1,2023-09-07
3904,25,9,2023-11-07
292,12,0,2024-07-03
1114,23,0,2023-12-20
4902,5,1,2023-10-29
3030,17,7,2023-08-18
1792,13,5,2024-02-17
1382,11,6,2023-12-18
3757,25,0,2024-07-09
1215,9,9,2024-05-25
2894,21,5,2024-05-03
3033,21,7,2024-07-24
1209,13,8,2024-01-17
2095,14,3,2023-08-13
1936,10,10,2024-05-04
1554,6,5,2024-06-27
1323,18,0,2024-01-17
1398,27,0,2023-11-29
1610,1,0,2024-04-09
4052,7,0,2024-07-29
251,10,1,2023-08-28
2364,1,4,2024-06-30
99,9,1,2023-08-12
2458,10,0,2024-06-21
1516,27,0,2024-05-07
4952,27,0,2023-10-07
585,16,0,2024-06-24
1444,9,6,2023-09-16
1618,9,2,2024-03-09
1372,22,0,2024-04-05
4362,26,5,2023-09-02
2350,8,10,2023-10-27
4006,13,9,2023-12-24
1194,21,3,2023-08-13
1233,11,5,2024-07-20
4680,20,1,2023-12-01
4567,10,3,2024-04-11
4065,12,4,2024-01-29
2987,12,4,2024-07-13
4034,14,6,2024-02-21
4735,9,10,2023-08-27
1949,30,0,2023-10-13
4149,26,6,2024-07-06
3594,3,0,2023-10-24
1203,8,1,2024-05-17
4983,21,0,2023-11-03
4619,7,6,2023-11-15
4137,6,5,2024-05-12
2162,24,7,2023-09-14
2266,27,6,2024-01-07
3168,22,1,2024-04-12
2640,28,8,2023-11-17
3141,22,4,2024-01-04
2736,13,5,2024-01-25
93,6,4,2023-08-30
4048,14,4,2024-01-01
2292,26,5,2024-03-25
652,29,0,2024-06-25
489,19,2,2024-01-18
1154,15,5,2023-09-05
2397,23,3,2024-07-10
2731,27,3,2024-07-22
4908,25,4,2023-10-26
2446,3,6,2024-01-27
2367,23,1,2024-05-14
3570,11,5,2024-01-23
4762,21,1,2024-07-06
3605,30,0,2023-10-07
3861,29,7,2023-08-24
2227,20,1,2024-07-27
2708,17,2,2024-06-09
2224,20,0,2024-01-10
97,6,0,2023-08-27
4886,11,0,2023-11-02
4462,24,1,2024-05-22
4606,20,2,2024-03-27
3081,17,0,2023-11-10
3114,23,1,2024-07-29
45,27,8,2024-01-14
4277,20,0,2024-05-02
4879,2,7,2024-08-04
3615,14,4,2023-08-15
963,26,1,2023-09-12
2284,18,5,2024-06-25
245,2,1,2023-08-12
4133,22,10,2024-05-13
4726,2,3,2024-03-09
109,28,5,2024-07-18
3088,27,3,2024-05-26
4213,5,0,2024-03-22
4696,1,5,2023-09-15
4936,25,10,2023-10-15
2542,5,6,2023-09-17
4095,9,8,2023-12-29
3684,17,1,2024-07-12
2630,6,0,2023-11-11
522,12,1,2024-01-10
2591,13,0,2024-05-29
2444,20,4,2024-08-04
4010,5,4,2023-12-24
2586,26,9,2024-04-26
1112,2,0,2024-02-28
280,4,2,2024-04-30
2364,5,7,2024-01-16
1888,24,8,2024-06-14
3033,20,4,2023-11-16
3930,23,5,2024-03-07
4683,17,1,2024-02-18
4255,30,1,2023-09-24
2800,15,2,2024-05-06
248,12,0,2024-04-23
2639,16,1,2023-12-07
4715,16,1,2024-02-11
1613,24,4,2023-12-07
1337,27,3,2023-12-02
677,18,3,2024-07-12
877,20,0,2023-10-18
2818,9,3,2023-12-05
2059,14,5,2024-04-27
1414,19,9,2023-10-15
4377,19,10,2023-11-01
2957,17,0,2024-07-20
4475,29,0,2024-06-08
3637,13,7,2024-05-03
1121,22,7,2023-08-19
2608,9,8,2024-07-31
3265,1,0,2023-12-18
2282,9,0,2024-03-19
989,3,3,2023-09-20
1872,25,8,2023-12-23
2307,20,2,2024-06-22
3692,9,0,2024-03-07
3369,18,9,2024-05-21
2528,18,1,2023-10-12
3628,1,0,2023-11-26
2478,5,6,2023-09-28
1867,11,5,2024-04-09
193,9,1,2023-10-22
208,12,3,2023-11-09
908,2,7,2023-10-31
3535,5,0,2023-08-11
270,5,0,2024-06-06
842,29,0,2023-11-14
723,5,10,2023-10-09
4178,30,3,2024-01-19
3367,23,0,2024-06-27
4896,21,2,2024-01-26
1118,21,0,2024-01-03
364,20,0,2024-04-25
256,4,0,2023-08-13
4440,17,1,2023-12-08
1340,13,0,2024-02-08
1145,17,6,2024-07-02
1114,16,0,2023-09-11
3087,4,0,2024-05-26
4621,5,6,2023-10-27
4756,16,8,2024-02-10
38,9,0,2024-06-20
3695,4,3,2024-06-21
1731,25,0,2023-09-15
956,1,0,2024-06-24
2225,19,7,2023-08-05
1201,11,9,2024-07-26
319,28,0,2024-03-20
1731,12,5,2023-08-06
919,25,4,2024-03-06
4539,17,4,2024-05-16
1737,9,5,2023-10-21
4037,13,9,2024-03-29
2325,19,1,2023-10-19
4143,22,4,2023-09-28
3719,20,0,2024-02-18
4752,21,0,2024-05-01
3320,21,6,2023-09-29
651,14,5,2024-04-20
2115,13,2,2023-10-06
1776,6,2,2024-04-12
1829,22,5,2023-10-13
660,17,3,2024-07-13
4888,15,3,2024-03-26
3766,13,3,2024-02-05
1225,10,1,2024-04-06
2482,17,7,2024-04-02
707,13,2,2024-04-03
1493,30,10,2024-07-14
1827,11,2,2023-11-03
2652,10,5,2024-02-24
2403,11,0,2023-11-30
250,27,1,2024-02-08
2177,26,0,2023-09-28
4387,7,6,2023-09-17
985,29,0,2023-12-22
937,22,5,2024-03-11
2524,15,0,2024-02-02
1945,26,3,2024-07-20
1559,6,2,2024-02-14
2671,11,1,2024-06-05
70,6,3,2024-07-20
2424,30,9,2024-03-30
1420,9,0,2024-06-24
49,27,5,2024-04-08
4331,19,4,2023-11-05
241,24,5,2024-01-25
4994,27,0,2024-01-25
2137,21,0,2023-11-08
3574,4,5,2023-09-01
2005,13,4,2023-11-15
3408,7,1,2023-09-30
4273,12,0,2024-05-29
4408,11,5,2024-06-12
1200,20,10,2024-03-19
4207,1,0,2024-07-10
782,30,0,2024-07-10
902,8,5,2024-05-17
1380,24,3,2024-03-15
4955,13,3,2024-03-05
3020,25,3,2024-04-20
3313,11,4,2024-07-25
633,24,0,2023-12-26
4016,28,5,2024-04-28
139,1,0,2024-02-03
922,28,0,2024-03-16
4616,7,4,2023-08-14
2015,2,1,2023-08-05
1007,13,3,2024-05-02
178,6,5,2024-03-25
2470,19,0,2024-02-29
449,26,2,2023-08-16
1542,9,0,2024-02-18
162,15,2,2024-02-13
1091,12,5,2023-11-15
1072,4,6,2023-12-05
4793,18,9,2024-04-04
4783,7,0,2023-09-17
3524,23,0,2024-05-25
4188,9,0,2024-01-29
1211,27,4,2023-11-20
1997,12,8,2023-10-16
4844,25,7,2023-12-31
738,22,4,2023-10-11
964,17,7,2023-11-29
3962,5,2,2023-09-03
1426,20,0,2023-12-20
678,15,1,2023-09-17
575,7,2,2024-03-20
1623,28,0,2023-10-18
2975,19,9,2023-12-17
4981,26,1,2024-01-13
2955,29,1,2024-05-30
4869,22,0,2023-10-20
3756,18,0,2023-12-08
4477,18,1,2024-01-08
2803,16,2,2024-06-30
2145,4,5,2024-06-14
3548,6,1,2023-11-06
912,29,2,2024-03-09
236,21,0,2024-04-07
1720,15,0,2023-09-26
1781,30,0,2023-12-10
2190,12,5,2023-09-30
3789,29,0,2023-09-01
1032,20,9,2024-06-18
4553,14,0,2024-07-05
2040,16,3,2024-08-02
4634,25,0,2024-03-16
2748,9,0,2024-02-15
1795,3,2,2023-11-29
193,5,3,2023-08-29
3974,6,0,2024-04-27
3751,22,3,2024-05-14
4031,24,0,2024-05-02
3719,17,9,2024-04-12
3180,11,0,2023-08-21
1676,3,5,2024-06-16
1712,12,8,2023-08-27
4204,24,10,2024-02-05
3563,14,0,2024-03-03
1862,20,1,2024-02-08
924,18,10,2023-11-21
1205,25,0,2024-01-20
2689,7,0,2023-08-28
579,11,1,2023-08-08
2856,6,0,2024-04-06
4855,28,4,2023-08-31
1918,4,1,2024-01-07
651,2,1,2023-12-19
765,18,5,2023-11-20
2746,2,4,2024-07-20
4645,16,6,2024-06-14
1343,17,9,2023-10-10
407,24,3,2023-10-11
915,18,5,2023-11-27
3639,1,8,2023-09-04
4917,18,1,2024-03-17
342,30,0,2024-05-11
4321,18,7,2024-05-20
822,4,5,2024-05-07
1813,5,8,2023-08-22
1897,13,0,2023-11-21
3239,1,0,2023-10-28
4041,9,3,2023-09-14
3282,28,0,2023-10-22
1382,13,4,2024-05-09
15,15,0,2024-04-24
4116,2,9,2024-05-06
4945,8,5,2023-12-27
2394,26,7,2024-03-26
4962,13,4,2023-12-01
4743,4,0,2024-08-03
1771,3,4,2023-10-30
1976,15,4,2024-03-22
4135,30,7,2023-11-06
2217,9,8,2024-02-05
18,1,3,2024-04-02
4712,29,0,2024-04-09
4953,30,0,2023-09-26
1398,7,1,2024-07-16
1305,2,0,2024-02-25
1724,22,6,2024-02-03
446,26,1,2023-11-11
4732,25,3,2024-05-17
4339,28,0,2024-04-15
2647,25,0,2024-04-02
2436,30,8,2024-07-25
1796,1,0,2024-05-31
550,21,8,2023-10-21
3987,1,6,2024-06-09
862,5,5,2024-04-15
469,16,1,2023-11-08
2635,7,1,2024-06-09
2405,22,8,2023-10-02
2017,14,1,2024-06-04
1724,30,6,2024-05-03
2850,12,3,2024-03-03
4974,4,0,2024-03-15
4504,6,2,2024-06-25
2541,6,1,2024-04-08
669,9,6,2023-12-20
2738,28,4,2024-04-01
938,17,4,2023-09-05
3321,11,4,2023-10-01
4367,11,0,2024-01-12
3606,8,7,2024-01-20
4518,30,3,2023-09-05
125,3,10,2023-08-27
975,6,10,2023-09-18
4974,5,1,2023-10-08
3098,5,9,2023-11-17
652,3,7,2024-04-21
161,15,0,2024-05-14
4355,19,7,2023-12-26
1694,5,6,2023-12-10
967,29,3,2023-09-24
692,9,1,2024-03-02
3805,11,0,2024-04-03
268,3,9,2023-12-15
3988,2,1,2024-01-26
3672,24,0,2024-07-22
844,9,0,2023-08-11
184,5,6,2023-08-26
3206,15,4,2024-02-14
4676,4,5,2023-09-28
1041,9,6,2023-10-16
2249,1,0,2024-03-23
1159,24,3,2024-04-09
1053,9,0,2024-03-21
214,2,4,2023-10-11
2180,3,0,2024-06-03
4162,26,9,2023-12-14
1036,26,10,2024-02-28
3835,20,5,2023-08-29
3882,13,1,2024-01-21
3367,8,5,2024-05-12
1716,4,0,2024-01-08
2923,14,7,2024-04-08
697,29,0,2023-12-25
3813,9,0,2023-12-11
2545,1,5,2024-04-27
3021,4,2,2023-10-13
1055,24,4,2024-05-31
3828,30,6,2023-10-16
564,13,0,2023-09-17
3447,19,0,2023-12-02
2285,19,7,2024-02-01
715,15,8,2024-02-29
3244,9,3,2023-09-11
4126,6,0,2023-08-28
4802,28,1,2024-07-15
1225,2,3,2024-01-10
3871,1,0,2024-06-21
3149,9,3,2023-11-17
1655,29,8,2024-03-28
3785,3,8,2023-12-08
1723,25,0,2024-01-21
3988,14,0,2024-07-28
920,16,10,2024-07-27
2277,26,3,2023-08-28
3345,15,0,2024-04-23
847,26,8,2023-09-21
1195,4,5,2024-07-13
1477,15,0,2023-10-29
4624,28,2,2023-11-27
1825,10,4,2023-12-29
2600,28,0,2023-08-10
857,16,6,2024-02-25
2409,23,7,2023-12-27
3483,21,10,2023-08-28
3779,29,5,2024-03-20
3083,1,7,2023-09-08
4972,30,0,2024-01-01
3837,24,5,2024-03-07
2266,4,1,2023-10-20
3514,4,4,2024-03-23
1244,18,9,2024-07-26
1892,9,0,2023-12-01
4483,6,0,2023-12-08
3586,17,3,2024-01-07
1025,5,0,2023-09-09
2669,28,0,2023-12-22
2272,24,0,2024-02-03
978,8,8,2024-06-06
1278,23,3,2023-08-22
4385,16,5,2024-05-26
4078,7,0,2024-01-18
4654,30,3,2024-04-24
4822,13,0,2023-12-02
4726,26,5,2024-05-28
1991,28,6,2024-06-12
2307,16,1,2023-11-10
3058,20,3,2023-10-28
4968,8,1,2023-12-29
1956,5,5,2024-05-19
358,25,8,2024-01-22
816,20,0,2024-04-21
115,20,0,2023-08-11
604,15,2,2024-04-16
189,23,0,2023-12-15
610,12,5,2024-01-16
4117,19,0,2023-12-14
2619,2,1,2024-06-25
3156,5,9,2024-04-08
3533,22,0,2023-12-31
3415,18,0,2024-07-04
3545,8,2,2024-04-10
154,13,3,2023-09-15
2665,19,2,2023-11-23
3389,12,6,2023-11-26
549,11,8,2024-06-23
1200,10,3,2024-03-07
2715,13,5,2023-09-07
2665,9,2,2023-10-13
1760,20,9,2023-08-19
4625,19,2,2024-02-10
4909,7,0,2023-08-10
3616,30,0,2024-04-17
6,9,2,2023-12-14
3418,2,5,2024-05-07
2964,22,0,2024-07-28
3364,24,0,2023-10-07
1120,26,1,2024-01-11
913,7,8,2024-06-29
178,11,0,2024-01-25
3235,9,5,2023-10-20
4616,3,4,2024-04-22
650,24,5,2024-02-09
3692,24,10,2024-07-12
114,13,2,2024-06-07
1874,11,1,2023-09-09
4178,20,0,2023-11-05
190,28,0,2024-02-03
716,28,0,2024-05-11
234,29,4,2023-12-25
2575,11,6,2024-03-10
847,13,3,2024-07-27
1590,17,0,2023-09-08
4926,23,4,2024-01-22
3734,1,7,2024-05-08
2394,20,7,2024-01-16
1597,11,2,2024-02-07
1944,6,2,2023-08-07
387,7,2,2023-12-16
4791,8,0,2023-11-02
4143,26,7,2023-10-03
4039,11,8,2023-11-15
2597,15,2,2024-06-08
4460,27,2,2024-03-30
1482,13,0,2024-05-16
3585,30,4,2024-07-02
4071,30,5,2024-05-21
4851,16,5,2024-04-21
1127,11,1,2023-11-15
821,15,0,2023-09-03
4946,27,10,2024-02-29
976,14,3,2023-08-18
4959,28,5,2024-05-21
4660,18,9,2023-10-24
3097,7,9,2023-11-23
2542,23,4,2024-07-06
2565,27,4,2024-03-04
348,11,5,2024-01-18
3808,12,6,2024-04-01
2217,19,4,2024-06-13
2258,20,4,2024-06-26
978,25,0,2023-09-07
2091,4,8,2023-11-28
645,1,3,2023-10-11
4377,30,2,2024-07-15
1374,13,3,2024-05-21
142,12,8,2023-12-21
2519,15,0,2024-06-29
4043,7,4,2023-09-10
3081,27,5,2023-10-13
3487,19,1,2024-05-20
4171,3,4,2023-09-02
1641,25,2,2024-04-11
35,7,4,2023-08-21
4057,24,0,2024-06-01
892,25,10,2024-07-20
2698,27,0,2023-11-21
4060,2,3,2023-09-28
783,10,3,2024-06-21
4051,14,3,2024-08-02
492,2,9,2024-05-14
4367,13,3,2024-06-23
782,14,6,2024-08-01
3714,8,5,2024-04-01
4783,30,8,2024-05-15
2948,2,7,2023-12-31
3901,18,3,2024-05-28
2773,12,2,2024-03-21
3446,4,0,2024-06-11
4429,21,9,2023-08-29
2438,2,7,2024-08-02
1219,18,6,2024-08-04
3703,24,9,2024-03-11
1088,15,4,2023-08-08
2376,29,10,2024-07-04
3097,10,3,2023-11-04
380,18,3,2024-07-04
276,9,10,2023-12-12
4690,3,4,2024-05-05
192,16,5,2024-04-12
143,26,0,2024-05-22
2972,21,3,2023-11-08
4811,9,8,2023-12-30
1171,24,0,2024-01-06
381,1,10,2024-01-12
4868,26,4,2023-09-01
1784,13,1,2023-09-15
3509,24,0,2023-12-12
4006,11,0,2023-09-12
2827,9,5,2024-06-17
1531,6,0,2024-03-24
3583,1,2,2023-11-09
4854,9,0,2024-04-14
2439,15,0,2024-01-22
3498,19,5,2024-04-14
1793,6,9,2024-06-04
2704,5,4,2023-09-09
4740,12,4,2023-11-15
3248,3,5,2023-08-22
3700,21,0,2024-05-31
4166,17,1,2024-06-20
2195,18,5,2023-08-21
924,18,3,2023-12-07
3541,9,4,2023-11-20
118,30,5,2024-06-11
2054,3,5,2024-05-28
3040,29,1,2023-08-16
1138,10,2,2024-06-21
1754,2,5,2024-06-14
2479,11,3,2024-05-22
2338,27,0,2024-03-28
2255,7,0,2024-06-23
4674,30,1,2024-03-25
3569,28,2,2023-08-30
2427,16,8,2023-12-06
320,11,1,2024-04-28
3874,4,6,2024-04-07
4750,19,2,2024-02-03
1843,25,5,2024-03-05
380,14,4,2023-10-04
3939,23,0,2024-06-25
1014,8,0,2023-10-17
4120,1,8,2024-05-11
4166,16,3,2024-05-03
1308,16,5,2023-08-14
2187,10,10,2024-07-14
3412,19,1,2024-06-08
3040,29,5,2023-12-23
4082,3,2,2023-11-22
991,18,3,2024-01-21
1172,3,9,2023-12-06
983,15,0,2023-11-05
3076,24,0,2024-07-29
1030,29,7,2024-05-17
4461,27,0,2023-12-20
375,25,0,2024-01-08
2737,20,8,2024-07-31
2450,30,0,2024-04-12
3882,9,4,2023-11-14
251,7,0,2023-12-31
3382,15,0,2023-12-30
3758,29,2,2023-11-26
3220,22,0,2024-07-16
2319,2,9,2023-09-13
1501,13,4,2024-04-11
3477,26,9,2024-02-27
40,20,0,2023-11-30
4176,27,0,2024-03-27
3215,3,6,2023-12-16
4567,2,0,2023-10-19
4181,5,6,2024-01-23
4613,17,3,2024-04-25
2394,7,2,2023-11-26
1028,4,0,2024-05-26
1675,21,9,2023-09-04
574,18,10,2023-11-08
2813,29,0,2023-08-22
3945,11,4,2024-01-01
274,20,4,2024-01-20
1357,22,0,2024-01-12
4099,23,7,2023-09-30
4412,4,3,2024-04-22
438,25,0,2024-03-21
581,5,10,2024-02-24
4883,24,7,2024-05-28
2706,2,10,2024-01-02
4806,18,4,2023-08-10
1946,6,0,2024-01-11
2094,23,4,2024-02-23
2257,12,10,2024-01-19
3438,28,7,2023-10-19
4575,21,6,2023-09-03
1766,3,1,2023-08-08
4545,28,3,2024-01-06
51,9,5,2023-09-11
641,26,0,2024-01-25
991,14,5,2024-07-22
4783,11,1,2024-06-08
4997,5,6,2024-01-20
4386,4,7,2023-09-20
885,22,0,2023-11-14
2358,27,2,2024-05-30
4284,22,3,2023-10-27
3688,18,8,2024-01-12
4913,20,0,2024-03-12
439,26,2,2023-12-02
1924,1,4,2023-12-19
1947,20,0,2024-01-04
1455,6,3,2023-11-01
991,21,10,2024-02-20
53,5,0,2023-09-07
2871,30,0,2024-05-08
2206,22,7,2023-09-29
2497,29,0,2023-08-17
893,19,0,2024-05-22
1335,11,2,2024-02-02
742,15,2,2024-05-04
761,17,1,2024-07-26
3276,10,0,2023-11-29
3727,23,3,2024-06-25
1069,1,0,2024-01-24
104,29,3,2024-03-04
960,27,1,2023-08-20
4284,15,0,2024-03-08
1667,15,10,2024-08-01
4337,23,0,2024-06-07
2277,12,2,2023-12-23
3332,22,2,2024-04-06
3555,22,0,2024-03-11
2314,4,5,2024-02-17
823,23,4,2023-11-14
1412,20,4,2024-07-07
1718,6,0,2024-04-22
1864,19,1,2024-03-11
4033,25,4,2024-04-03
295,27,6,2024-07-04
405,12,0,2024-02-13
3506,15,0,2023-12-07
3077,22,2,2024-04-28
3151,18,5,2024-06-25
3526,17,3,2024-05-31
505,26,0,2024-01-18
4742,21,7,2024-06-14
4968,28,9,2024-06-13
4030,25,0,2023-09-27
4377,22,0,2024-06-27
389,9,1,2024-01-26
2954,16,0,2024-06-19
3350,21,2,2024-04-15
481,12,2,2023-08-31
2922,24,4,2023-08-27
1211,5,7,2024-07-05
1671,16,0,2024-05-22
771,9,1,2024-06-14
4397,17,0,2023-09-15
2757,27,3,2024-01-31
1731,3,10,2024-07-17
3512,1,1,2024-05-10
3178,25,8,2023-10-14
327,20,0,2024-04-14
1673,1,8,2023-10-14
4054,15,0,2023-11-20
3201,24,0,2024-07-30
1204,17,2,2023-11-20
448,30,1,2023-08-30
1906,26,6,2023-12-23
1201,29,8,2024-03-27
4338,5,7,2023-12-03
2477,29,3,2023-11-25
4193,30,0,2023-11-14
2678,15,2,2023-10-19
4770,23,3,2024-05-30
4200,19,0,2024-05-07
3905,5,1,2024-05-23
239,18,4,2024-06-01
3584,10,0,2023-10-29
1392,18,5,2024-04-12
4493,11,5,2023-12-16
750,30,3,2024-03-03
4625,12,4,2023-10-04
1887,20,7,2024-04-07
2297,12,0,2023-10-14
2837,6,0,2023-09-04
4300,24,1,2023-12-26
901,10,2,2023-08-28
1019,3,9,2024-02-20
656,2,10,2024-01-09
3019,12,4,2024-04-05
3788,24,3,2024-05-27
2304,6,0,2023-10-10
2019,26,0,2024-02-17
2015,5,1,2024-05-03
3391,23,9,2024-07-29
4164,20,5,2024-03-31
4939,24,0,2023-11-22
2602,4,4,2024-04-22
3379,11,5,2023-08-12
2928,23,5,2024-07-14
58,8,1,2023-12-22
3130,4,4,2024-06-15
1583,19,5,2024-06-04
3083,26,10,2023-10-08
527,16,9,2024-05-24
3238,22,4,2023-08-26
2776,15,10,2024-02-27
3962,15,10,2024-02-26
4869,9,4,2023-09-21
1410,1,0,2024-03-09
1065,12,8,2024-05-07
3118,13,0,2023-12-27
255,6,0,2023-12-26
4632,23,3,2023-08-05
226,19,0,2024-03-25
1234,29,5,2024-02-23
3421,23,2,2024-06-14
3883,7,3,2023-11-15
1761,7,2,2023-11-18
4021,4,0,2023-09-09
197,26,9,2024-07-06
1308,21,10,2024-06-23
581,22,1,2024-04-14
1773,28,9,2024-04-27
1785,5,2,2024-01-02
328,3,3,2024-06-26
1561,26,2,2024-07-22
4079,13,7,2024-03-26
3947,25,1,2024-04-16
389,18,5,2023-09-28
394,2,0,2024-06-01
908,30,0,2024-03-24
2459,27,10,2024-06-28
3312,21,0,2024-07-22
2221,21,2,2024-02-27
3347,28,3,2024-02-07
1287,9,3,2024-03-18
1974,5,0,2024-06-01
669,15,10,2024-01-12
2134,27,3,2023-09-10
2470,22,3,2024-01-25
2158,4,1,2024-01-30
108,25,0,2024-06-04
2450,15,1,2023-11-09
2531,22,3,2024-07-08
4283,1,6,2024-02-29
699,16,1,2024-03-06
2012,17,0,2024-01-03
3234,26,2,2024-04-15
2332,16,0,2023-08-17
1715,30,0,2024-07-21
4339,12,2,2024-03-03
2410,15,0,2023-09-19
3008,8,10,2023-12-08
3476,11,5,2024-07-21
3018,11,2,2024-06-15
2792,19,5,2024-03-18
1553,7,3,2023-09-02
4754,24,0,2024-06-17
881,14,8,2023-12-31
4788,4,8,2024-01-19
205,14,3,2024-04-22
1849,4,5,2024-06-02
1495,20,0,2024-05-07
4300,11,0,2023-08-27
2094,27,0,2024-04-27
2691,20,0,2024-03-08
371,28,2,2023-10-02
710,12,0,2023-09-01
1294,28,1,2024-01-18
4503,24,2,2023-09-07
928,28,3,2023-09-11
317,1,3,2023-12-01
4154,3,0,2023-11-13
1432,20,4,2024-01-13
651,4,7,2024-01-10
925,25,3,2023-08-07
1464,21,6,2024-04-08
4963,18,5,2024-04-10
503,12,4,2024-01-25
4108,5,3,2023-09-14
2292,25,1,2024-03-13
4998,29,3,2024-01-01
2906,23,4,2023-10-07
4784,18,5,2024-05-10
4781,30,8,2024-01-08
475,18,1,2024-01-24
1481,9,5,2023-09-24
2602,26,1,2024-03-01
119,30,0,2024-07-17
774,14,6,2024-02-29
364,16,9,2023-08-19
1944,7,1,2023-09-29
4812,18,1,2024-06-06
2836,3,0,2023-10-11
1448,24,10,2024-05-02
1659,16,2,2024-02-14
4804,29,3,2023-12-26
4279,5,8,2023-10-21
4505,5,5,2024-01-23
743,27,0,2023-12-10
2237,28,0,2024-05-13
3662,3,7,2024-05-01
321,3,10,2024-02-16
2839,14,0,2024-05-09
4758,4,3,2024-07-09
338,21,6,2024-03-10
2852,23,4,2023-10-29
3126,21,0,2024-01-07
1673,22,0,2023-10-15
4724,26,0,2024-02-23
270,22,9,2024-03-12
2533,6,8,2023-10-01
1221,18,4,2023-12-13
730,25,5,2024-04-13
2545,19,6,2024-07-28
4597,18,0,2024-06-29
4625,10,0,2024-06-06
3337,7,8,2023-11-12
1134,3,8,2024-03-12
1731,14,2,2023-12-22
963,24,1,2023-11-12
1421,24,3,2024-05-18
1484,9,4,2023-10-13
2012,17,0,2024-07-14
3092,20,2,2024-03-31
3422,20,4,2024-03-31
3715,29,1,2023-11-27
2389,27,0,2024-04-13
1773,2,3,2024-05-08
3024,22,0,2023-11-27
1867,1,0,2024-03-13
330,30,5,2023-09-07
4521,21,4,2024-03-05
4909,24,0,2023-09-15
2078,26,0,2024-03-20
1805,10,5,2023-12-13
1125,9,4,2024-04-07
2225,3,9,2023-11-12
3172,4,0,2024-05-21
2960,28,1,2023-10-05
3149,13,0,2023-11-28
133,15,0,2024-02-14
4167,15,1,2024-05-27
2570,22,2,2023-12-17
4623,3,7,2023-10-11
1412,20,1,2024-03-10
4726,1,1,2024-05-12
345,3,0,2024-04-28
1125,28,1,2023-09-17
920,20,10,2024-03-10
4047,12,0,2024-03-25
4169,18,8,2024-05-19
3749,7,0,2024-06-11
537,15,0,2024-07-09
2492,20,3,2024-05-19
2900,14,0,2024-04-28
3837,12,2,2024-04-30
3695,22,2,2024-06-19
1611,6,0,2023-10-12
4319,24,2,2024-05-26
1670,7,5,2024-01-28
1216,13,1,2024-08-04
3539,22,3,2024-02-18
3700,6,8,2023-09-07
499,10,1,2024-02-15
3226,25,1,2024-01-22
525,11,0,2024-03-07
4438,25,5,2024-04-04
3602,8,0,2024-03-08
2778,2,0,2024-03-18
2509,6,0,2024-07-27
1102,3,4,2024-02-21
4278,30,4,2023-10-16
4279,5,0,2023-10-12
3626,5,0,2023-12-29
1084,17,0,2023-08-28
2402,9,5,2024-03-13
1168,20,5,2024-01-09
3597,4,0,2023-12-01
1189,24,0,2024-05-25
1288,25,1,2023-10-04
98,30,0,2024-01-29
3845,5,0,2023-10-04
1207,10,7,2024-02-16
2243,9,8,2024-06-10
2279,2,9,2024-05-23
832,7,4,2024-02-23
3670,28,0,2024-02-27
4457,18,2,2024-04-06
2931,11,0,2023-08-16
4331,1,0,2024-05-18
3836,24,0,2023-08-23
2696,25,0,2024-07-04
4705,21,7,2024-03-31
2510,20,0,2023-11-08
4683,23,3,2024-02-13
1326,26,0,2024-06-05
1150,29,0,2024-05-18
1690,30,4,2024-05-01
4244,28,8,2024-01-15
1769,8,0,2024-04-08
400,3,3,2023-11-16
884,25,7,2024-01-05
1408,13,4,2024-02-08
2877,13,0,2023-09-24
4215,2,2,2023-12-17
3615,5,4,2024-05-08
524,8,4,2023-11-10
4540,10,3,2023-11-01
504,10,0,2024-06-11
1373,16,0,2024-04-02
1614,1,5,2023-09-24
434,27,5,2023-08-11
1877,17,4,2024-02-04
3023,29,1,2023-08-08
3128,21,0,2024-07-12
2846,24,6,2024-01-07
3789,21,9,2023-11-20
3736,2,9,2024-06-07
4554,23,3,2023-09-02
3694,15,0,2023-09-22
3410,1,6,2023-12-12
1760,7,7,2024-05-12
221,14,0,2024-05-06
4733,19,4,2024-02-04
4958,1,6,2024-07-28
3591,21,8,2023-11-20
